,LOCATION,Country,TIME,LT_RATE,Duration,Convexity,Total Return Index,1Y Nominal Return,5Y Nominal Return,20Y Nominal Return,CPI Index,1Y Inflation,5Y Inflation,20Y Inflation,1Y Real Return,5Y Real Return,20Y Real Return,Forward 1Y Nominal Return,Forward 5Y Nominal Return,Forward 20Y Nominal Return,Forward 1Y Real Return,Forward 5Y Real Return,Forward 20Y Real Return
20,AUS,Australia,1971-03-31,6.84,7.075823545052273,65.67379489551004,1.0344318367592706,0.013244217491021892,,,9.472951,0.0515463516991725,0.0347140423425886,0.035264929305699,-0.03642457999712423,,,0.1481253521884489,0.039060798741788805,0.10632474256017055,0.07439205172535956,-0.06939298712469455,0.013374644198687946
21,AUS,Australia,1971-04-30,6.85,7.072541020716832,65.62718538716776,1.0395968315031865,0.07763740905604877,,,9.565823,0.0582191720205478,0.0367349821225957,0.035097691156211,0.018349919892704403,,,0.14713450461731736,0.03962216388711859,0.10787066871636752,0.07739954433151253,-0.06847082172737784,0.015199864557966958
22,AUS,Australia,1971-05-31,6.82,7.082395590301208,65.76713758462233,1.047743124263076,0.07301758530749836,,,9.658695,0.0648464446025884,0.0387402857520078,0.034934218444762,0.007673538984261263,,,0.1437642355878117,0.039724745009473095,0.10869666621102492,0.07810989452901973,-0.06796643375619627,0.016361772939641472
23,AUS,Australia,1971-06-30,6.83,7.079108400893214,65.72044561389157,1.0529564332614012,0.07298984271702635,,,9.751567,0.0714286342128329,0.0407302228264203,0.0347743846296224,0.0014571278518613617,,,0.14364957063239192,0.04054543367099872,0.1075746781580511,0.0818306119570662,-0.06682474615281842,0.015733430986549113
24,AUS,Australia,1971-07-31,6.81,7.085685115339916,65.8138708500612,1.0604430798220739,0.07674074458695457,,,9.813481666666666,0.0709459696645316,0.0412425248237597,0.0338167899828718,0.005410893814034479,,,0.14534031851968932,0.040669529999846965,0.10827883504801727,0.08704455822659263,-0.06927207080955933,0.01652974241014671
25,AUS,Australia,1971-08-31,6.82,7.082395590301208,65.76713758462233,1.065710395272364,0.07440041573677414,,,9.875396333333333,0.0704697838651973,0.0417498913573917,0.032889135234007,0.0036718755922136026,,,0.14944219249690982,0.04149275972847222,0.10956362531824748,0.09454353315097674,-0.07102356497149198,0.017857461025004406
26,AUS,Australia,1971-09-30,6.78,7.09556772490901,65.95431883894774,1.0747975338556692,0.07739357449212925,,,9.937311,0.0699999472392505,0.0422523948312623,0.0319898954403445,0.00690993235275883,,,0.14518512966524044,0.04145106954124245,0.11078995258723823,0.09406093310582042,-0.07347879492745035,0.01913047729537709
27,AUS,Australia,1971-10-31,6.58,7.161993603609536,66.90023145426463,1.0964093344548158,0.09356889145752945,,,9.968267333333332,0.0697672821324284,0.0421036189820076,0.0315504795182741,0.022249333778142644,,,0.12632200070004762,0.039160779961569636,0.11184039140295954,0.07300480839517065,-0.07622052078206554,0.020252889960309384
28,AUS,Australia,1971-11-30,6.38,7.229373831433672,67.8630751866005,1.118422829625703,0.1052672579518601,,,9.999223666666666,0.0695361578529747,0.0419558904662482,0.0311176443423999,0.03340803378785551,,,0.1102845438803377,0.036500799454347144,0.11132536347880806,0.05476984200304069,-0.07928001785851169,0.019938399958261854
29,AUS,Australia,1971-12-31,6.15,7.3080631304929575,68.9917347601057,1.143372264995892,0.12194605181644214,,,10.03018,0.069306559145184,0.0418091982281887,0.0306912283063345,0.04922769080677747,,,0.08965623511640275,0.028615860852571506,0.11191298670873895,0.032305148595204614,-0.08696642114886322,0.020635433190913988
30,AUS,Australia,1972-01-31,6.14,7.3115139570244665,69.04133387833278,1.1500684207810867,0.12530820829568756,,,10.06114,0.0690788605675698,0.0416635988270566,0.0302710941996409,0.05259607106838282,,,0.09584358939964455,0.029314959142877628,0.10961867735437614,0.029332636448699212,-0.08732948161575538,0.018743148954987632
31,AUS,Australia,1972-02-29,5.84,7.416202479977178,70.55011160275926,1.1819054769065698,0.14989584487750074,,,10.0921,0.0688526550942754,0.0415190136350867,0.0298570725028071,0.075822602298796,,,0.06584270050409402,0.025477190627457125,0.1088058931295195,-0.007243348813756545,-0.09170003037784602,0.018210083506655872
32,AUS,Australia,1972-03-31,5.84,7.416202479977178,70.55011160275926,1.1876574168941816,0.1481253521884489,,,10.12306,0.0686279280870343,0.0413754320588815,0.0294490177296822,0.07439205172535956,,,0.06262550792955524,0.026251608233816448,0.10950896620016248,-0.018421395003023644,-0.09197050011948171,0.01906862854211111
33,AUS,Australia,1972-04-30,5.85,7.412676248289466,70.49916351759602,1.1925573963081406,0.14713450461731736,,,10.184973333333334,0.064725255039042,0.0418669028685889,0.0294823642245447,0.07739954433151253,,,0.0389656092525108,0.027178128550614966,0.11133999025266994,-0.04519581145735374,-0.0912441387572761,0.021033148177951544
34,AUS,Australia,1972-05-31,5.85,7.412676248289466,70.49916351759602,1.1983711136151427,0.1437642355878117,,,10.246886666666668,0.0608976333414261,0.0423538043467546,0.0295153300382124,0.07810989452901973,,,0.03319043515211417,0.02782908344593804,0.1126005150074525,-0.05528678790924868,-0.09076053036052412,0.022472518642904893
35,AUS,Australia,1972-06-30,5.85,7.412676248289466,70.49916351759602,1.2042131727940164,0.14364957063239192,,,10.3088,0.0571429186714298,0.0428362011798157,0.0295479216590612,0.0818306119570662,,,-0.0036315813102558714,0.028605270722342757,0.11353654688758241,-0.09346785462911389,-0.09016510217210205,0.023612462469836393
36,AUS,Australia,1972-07-31,5.8,7.430332915062096,70.75436134775191,1.2145682148154144,0.14534031851968932,,,10.339756666666666,0.0536277559663245,0.0434617642947563,0.0294262618558833,0.08704455822659263,,,-0.007997433117475694,0.028620769564598803,0.1156831200287114,-0.10451648787311352,-0.09107874174669828,0.02565377038811123
37,AUS,Australia,1972-08-31,5.75,7.448053524553614,71.01070626239155,1.2249724933086146,0.14944219249690982,,,10.370713333333333,0.0501566705052749,0.0440858308780593,0.0293056268658189,0.09454353315097674,,,-0.010198708233498222,0.028642953856209408,0.11323020404092965,-0.11341327305777604,-0.09197537922979904,0.02346641179585296
38,AUS,Australia,1972-09-30,5.75,7.448053524553614,71.01070626239155,1.2308421531723852,0.14518512966524044,,,10.40167,0.0467288384151407,0.0447084089610427,0.029186003467855,0.09406093310582042,,,-0.10870814268934381,0.03231139936446814,0.11348537133466263,-0.20774065590891944,-0.08964564480208115,0.02376833095039066
39,AUS,Australia,1972-10-31,5.77,7.440957589263094,70.90803026443118,1.2349099551693559,0.12632200070004762,,,10.463586666666666,0.0496896117218899,0.0451761384929709,0.0294914557833203,0.07300480839517065,,,-0.10367762539478897,0.035521322443321734,0.11400078821725912,-0.2069189208974267,-0.08659862694970744,0.024404349330579667
40,AUS,Australia,1972-11-30,5.76,7.444504273458476,70.95934522614645,1.2417675812563305,0.1102845438803377,,,10.525503333333331,0.0526320526683554,0.0456396022629927,0.0297951958075652,0.05476984200304069,,,-0.1024250734708303,0.03890957126359895,0.11311844349350397,-0.20938982746622914,-0.08339518504907906,0.023753596105561048
41,AUS,Australia,1972-12-31,5.78,7.437413469664929,70.85676132934655,1.2458827176119376,0.08965623511640275,,,10.58742,0.0555563309930629,0.0460988594410713,0.0300972431276382,0.032305148595204614,,,-0.09975515703553006,0.04368713739981045,0.11406954473896702,-0.21055428142276034,-0.07896651907814789,0.024787745449667442
42,AUS,Australia,1973-01-31,5.69,7.46940306526307,71.31984273439642,1.2602951062839267,0.09584358939964455,,,10.711246666666666,0.0646156068464076,0.0485344510228755,0.030424388148412,0.029332636448699212,,,-0.10385012555556972,0.04476756933172754,0.11507558514484262,-0.2150180426095848,-0.0770190869461721,0.026253251183178783
43,AUS,Australia,1973-02-28,5.76,7.444504273458476,70.95934522614645,1.2597253252466776,0.06584270050409402,,,10.835073333333334,0.0736192995841631,0.0509476205509797,0.0307461766014303,-0.007243348813756545,,,-0.09719879050987335,0.0486070332815014,0.11782291257077637,-0.21004909358537927,-0.07264609303606806,0.029316626803700396
44,AUS,Australia,1973-03-31,5.8,7.430332915062096,70.75436134775191,1.2620350658734834,0.06262550792955524,,,10.9589,0.0825679191864909,0.0533388271867554,0.0310627450865266,-0.018421395003023644,,,-0.09316751700404913,0.04982529456935514,0.1186933753713193,-0.20736157997465843,-0.07060260702451882,0.030647083659692376
45,AUS,Australia,1973-04-30,6.12,7.318423055492416,69.14066503975953,1.2390261218238752,0.0389656092525108,,,11.08273,0.0881452152386588,0.0549368620581636,0.031374238043728,-0.04519581145735374,,,-0.07049388963251069,0.055706961373996666,0.12111919482098443,-0.1923225691345607,-0.06443989095709879,0.033377509330069444
46,AUS,Australia,1973-05-31,6.2,7.290846136388538,68.74440196238152,1.238145572349753,0.03319043515211417,,,11.20656,0.0936551134555991,0.0565137546459366,0.0316807697634344,-0.05528678790924868,,,-0.06760554093269833,0.058405845563719305,0.1209058370703362,-0.19444686398137567,-0.06110542752092518,0.03367020890195582
47,AUS,Australia,1973-06-30,6.72,7.115396285628625,66.23633551431065,1.1998399747421338,-0.0036315813102558714,,,11.33039,0.0990988281856277,0.0580699631608314,0.0319824631113996,-0.09346785462911389,,,-0.09264443140655232,0.06668969910134348,0.12434360384865895,-0.22044093222042493,-0.052822043153254006,0.037325326970494954
48,AUS,Australia,1973-07-31,6.74,7.10877736206577,66.1421635283752,1.2048547867508164,-0.007997433117475694,,,11.45422,0.1077842902170167,0.0603726510580069,0.0328089565093518,-0.10451648787311352,,,-0.08811694250726232,0.06741185068960798,0.1263988032394241,-0.21717685400581344,-0.051544307580926985,0.039758063546476485
49,AUS,Australia,1973-08-31,6.73,7.1120856466974605,66.18922868227135,1.2124793562552991,-0.010198708233498222,,,11.57805,0.1164178998937393,0.0626555090551312,0.0336314444350629,-0.11341327305777604,,,-0.08667756100260582,0.06904056911610512,0.1273282198752148,-0.21655353969315727,-0.04947077515029652,0.0411472407609319
50,AUS,Australia,1973-09-30,8.38,6.596575911108045,58.956786141562425,1.0970395887572624,-0.10870814268934381,,,11.70188,0.1250001201730106,0.0649189172920718,0.0344500591768284,-0.20774065590891944,,,0.017421257264142787,0.09227906055538937,0.1324991967308231,-0.1279244237038799,-0.028179593547270954,0.04645090054480239
51,AUS,Australia,1973-10-31,8.35,6.605428607270262,59.07921562795216,1.1068774234410117,-0.10367762539478897,,,11.82571,0.1301774789778902,0.065623312994506,0.0347258592724135,-0.2069189208974267,,,0.01636149803242337,0.09350190902095368,0.13373871735959209,-0.13143146840314046,-0.02618753327878276,0.04806220283252083
52,AUS,Australia,1973-11-30,8.35,6.605428607270262,59.07921562795216,1.1145794455124556,-0.1024250734708303,,,11.94954,0.135293925769504,0.0663158278568156,0.034997447697336,-0.20938982746622914,,,0.017328780461137727,0.09486685049826393,0.1323785905393453,-0.13313708914289635,-0.024080640414186893,0.047264867725345105
53,AUS,Australia,1973-12-31,8.36,6.602475667764272,59.03837049989958,1.1215994914687057,-0.09975515703553006,,,12.07337,0.1403505292129716,0.0669967633717225,0.0352649238413775,-0.21055428142276034,,,0.018964804782722222,0.0950919664669998,0.13286609370781388,-0.13421304689072144,-0.023001972539898996,0.04817064644334468
54,AUS,Australia,1974-01-31,8.36,6.602475667764272,59.03837049989958,1.1294133012592709,-0.10385012555556972,,,12.228156666666669,0.1416184359492547,0.0697187270302033,0.0359245466775679,-0.2150180426095848,,,0.026335272545269905,0.09447000131843675,0.13409667531601088,-0.12628799770659782,-0.022759568838569888,0.049864108497554405
55,AUS,Australia,1974-02-28,8.36,6.602475667764272,59.03837049989958,1.1372815472580438,-0.09719879050987335,,,12.382943333333332,0.1428573626020681,0.0724132645974042,0.0365762845409265,-0.21004909358537927,,,0.02084686861673246,0.0924727027710226,0.13130234550170394,-0.12934182630361146,-0.02376322046223589,0.04782297811636815
56,AUS,Australia,1974-03-31,8.37,6.599524769631755,58.997560682945235,1.1444543924140094,-0.09316751700404913,,,12.53773,0.1440682915256093,0.0750809901167031,0.037220328500793,-0.20736157997465843,,,0.022479783614211435,0.08796527364540152,0.12791969190432573,-0.12636234691832116,-0.027030145927523397,0.0452263178345822
57,AUS,Australia,1974-04-30,8.38,6.596575911108045,58.956786141562425,1.1516823511402252,-0.07049388963251069,,,12.75443,0.1508382862345287,0.0780084101189324,0.0381094082223949,-0.1923225691345607,,,0.024106529944563082,0.08426543425042987,0.12614359808849085,-0.11172253797951637,-0.028650760032759792,0.04436260562488181
58,AUS,Australia,1974-05-31,8.45,6.575990862629122,58.672349092083365,1.1544400711776226,-0.06760554093269833,,,12.97113,0.1574586670664326,0.0808840870117624,0.0389842517940219,-0.19444686398137567,,,0.02974829280114566,0.08481471583828482,0.12514198804013232,-0.09356216862841349,-0.026509187000365864,0.044200957972402755
59,AUS,Australia,1974-06-30,9.52,6.273341235680743,54.531004998235545,1.0886814825032967,-0.09264443140655232,,,13.18783,0.1639343394181489,0.0837096192193791,0.0398453193735186,-0.22044093222042493,,,0.10059177822736887,0.09538507912420169,0.12595667540013356,-0.017081908118678046,-0.015396456969889005,0.04571102849812125
60,AUS,Australia,1974-07-31,9.5,6.278798034321641,54.604988804378735,1.098686666777095,-0.08811694250726232,0.019001376872607834,,13.342616666666666,0.1648647107063305,0.0862416775063199,0.0404521805474547,-0.21717685400581344,-0.0619017867074253,,0.06641721301681258,0.0942686821241685,0.1261015638907106,-0.05426823346208487,-0.01599203923120951,0.0463161748871499
61,AUS,Australia,1974-08-31,9.5,6.278798034321641,54.604988804378735,1.1073846028890801,-0.08667756100260582,0.01947510127080654,,13.497403333333333,0.1657751809098537,0.0887503444009993,0.0410523900799231,-0.21655353969315727,-0.06362821696125953,,0.06685806345625744,0.09437180169483028,0.12684797751521604,-0.06030319654047678,-0.015499737736399788,0.04747413592732963
62,AUS,Australia,1974-09-30,9.5,6.278798034321641,54.604988804378735,1.116151397661952,0.017421257264142787,0.020403247574560357,,13.65219,0.1666663818121532,0.0912361005659729,0.041646095916582,-0.1279244237038799,-0.06491065769788495,,0.06729909614061325,0.09447493098307436,0.12360505792808651,-0.06611371841197888,-0.015015471107952871,0.04491644266255812
63,AUS,Australia,1974-10-31,9.5,6.278798034321641,54.604988804378735,1.1249875962267757,0.01636149803242337,0.021328558552650367,,13.837936666666666,0.1701569433604128,0.0934232147409899,0.0423501691292202,-0.13143146840314046,-0.06593481390955958,,0.06774031114521883,0.09457806998981644,0.12304234139730319,-0.0623186759356672,-0.013573623709857596,0.04482247302146214
64,AUS,Australia,1974-11-30,9.5,6.278798034321641,54.604988804378735,1.1338937480302376,0.017328780461137727,0.02225102544375357,,14.023683333333333,0.1735751613311753,0.0955779075578204,0.0430453207131527,-0.13313708914289635,-0.06692986560629144,,0.06818170854544414,0.09454829335758186,0.12322338861102167,-0.058587005277942805,-0.012276484085565476,0.04541253291533609
65,AUS,Australia,1974-12-31,9.5,6.278798034321641,54.604988804378735,1.1428704068688103,0.018964804782722222,0.024370526681136706,,14.20943,0.176923261690812,0.0977009926505876,0.0437317796673717,-0.13421304689072144,-0.06680368010999238,,0.06862328841669063,0.09465324850827983,0.12474548474533664,-0.05491686849232158,-0.01088197177767991,0.04724380812170281
66,AUS,Australia,1975-01-31,9.4,6.306193350422455,54.976803352119475,1.1591567083641867,0.026335272545269905,0.026257859991513754,,14.364216666666666,0.174683728564158,0.0993197850125595,0.0440302897184348,-0.12628799770659782,-0.06646102982692259,,0.06109649654473093,0.08858522600797825,0.12342800550656507,-0.058606485166828315,-0.016288159686447257,0.046338452428009935
67,AUS,Australia,1975-02-28,9.5,6.278798034321641,54.604988804378735,1.1609903062539664,0.02084686861673246,0.02571782003634504,,14.519003333333334,0.1725001837204562,0.1009180316859115,0.0443241807349474,-0.12934182630361146,-0.06830682165720114,,0.06956988231412353,0.0888350704793388,0.12446216553200107,-0.04814366784996571,-0.01598715260417949,0.04761844903362267
68,AUS,Australia,1975-03-31,9.5,6.278798034321641,54.604988804378735,1.1701814795118102,0.022479783614211435,0.027668619217686707,,14.67379,0.1703705535212514,0.1024961610742176,0.0446135636425368,-0.12636234691832116,-0.06787102259260724,,0.0706646389382084,0.08093091818560438,0.12452174035082497,-0.04426548194557767,-0.023057227817091297,0.04798604705625742
69,AUS,Australia,1975-04-30,9.5,6.278798034321641,54.604988804378735,1.179445416224612,0.024106529944563082,0.041015298290155044,,14.704746666666669,0.1529128833406641,0.1022044658298648,0.0447236422009886,-0.11172253797951637,-0.0555152600417379,,0.07044596372138967,0.07481301762213088,0.12572829654392415,-0.04960395425570463,-0.02916317564466453,0.049005282349279033
70,AUS,Australia,1975-05-31,9.5,6.278798034321641,54.604988804378735,1.18878269243639,0.02974829280114566,0.040137846006521594,,14.735703333333332,0.1360385204167511,0.1019144557033884,0.0448335008270255,-0.09356216862841349,-0.056062981456607486,,0.07088847962205991,0.07460253228653357,0.12823476865155037,-0.0542800953376289,-0.029925333542997867,0.051236155139986694
71,AUS,Australia,1975-06-30,9.5,6.278798034321641,54.604988804378735,1.1981938887515113,0.10059177822736887,0.040740515441606506,,14.76666,0.1197187103564423,0.1016261158955833,0.0449431404207136,-0.017081908118678046,-0.055268842645836314,,0.07198458589441104,0.07525044048540463,0.12912299784857528,-0.05831156601469356,-0.029908422521456313,0.05195956722621897
72,AUS,Australia,1975-07-31,10.0,6.144567105704684,52.79256221781511,1.1716583731631611,0.06641721301681258,0.035344681994635474,,15.045276666666666,0.1276106510841825,0.1042538566771866,0.0456567861384349,-0.05426823346208487,-0.06240338149228297,,0.10471577726932124,0.08194171152652818,0.12999620635221887,-0.03088089197774624,-0.021682277457324983,0.05362360168143643
73,AUS,Australia,1975-08-31,10.0,6.144567105704684,52.79256221781511,1.1814221929395208,0.06685806345625744,0.03558659012235976,,15.323893333333334,0.1353215840775301,0.1068220429959754,0.0463542955093387,-0.06030319654047678,-0.06436034891462195,,0.10538954605395734,0.08177217541456061,0.12980150439864113,-0.03156126675846427,-0.01969806364080806,0.05427535863244404
74,AUS,Australia,1975-09-30,10.0,6.144567105704684,52.79256221781511,1.1912673778806835,0.06729909614061325,0.03612318953321214,,15.60251,0.1428576660594382,0.1093328375784921,0.0470362695453374,-0.06611371841197888,-0.06599430357176272,,0.1053804106031635,0.08258651729884203,0.13136819047124626,-0.03279214072223191,-0.01687053475861,0.056555300308525736
75,AUS,Australia,1975-10-31,10.0,6.144567105704684,52.79256221781511,1.2011946060296892,0.06774031114521883,0.036805659789966194,,15.757296666666669,0.1387027593950063,0.1107856722843307,0.0475532005836911,-0.0623186759356672,-0.06660151849296425,,0.10604573922859073,0.0814479444734093,0.13196228754806927,-0.02934937344692501,-0.017404375435970842,0.05757863042696032
76,AUS,Australia,1975-11-30,10.0,6.144567105704684,52.79256221781511,1.2112045610799365,0.06818170854544414,0.03661086334723751,,15.912083333333335,0.1346579179744742,0.1122213990061158,0.0480653299393232,-0.058587005277942805,-0.06798155090923808,,0.10468061453845756,0.07566109803986376,0.13194278720850172,-0.027729451296940932,-0.02217300448072368,0.05802407831388967
77,AUS,Australia,1975-12-31,10.0,6.144567105704684,52.79256221781511,1.2212979324222693,0.06862328841669063,0.036862549961256486,,16.06687,0.1307188254560529,0.1136403464059572,0.0485727482779501,-0.05491686849232158,-0.06894308085414214,,0.07803314752461521,0.07398389479180789,0.1327708495835329,-0.04847033130020795,-0.023217151342926456,0.059257317454049385
78,AUS,Australia,1976-01-31,10.02,6.139291396119166,52.72164946459935,1.229977122191561,0.06109649654473093,0.037740982767959785,,16.1907,0.1271550948943729,0.1146169295549306,0.0481986078154448,-0.058606485166828315,-0.068970733126822,,0.080358933091768,0.06901323582479835,0.13329366720804026,-0.04717051429568908,-0.027638928118216777,0.06001982289868146
79,AUS,Australia,1976-02-29,10.0,6.144567105704684,52.79256221781511,1.241760265227893,0.06956988231412353,0.038538745420451104,,16.31453,0.1236673499856855,0.115583731673398,0.0478328676460553,-0.04814366784996571,-0.06906248636073054,,0.07938160127186733,0.06929616359135271,0.13262758652369078,-0.048772261153387175,-0.02728398653278641,0.0596675698263085
80,AUS,Australia,1976-03-31,9.99,6.1472076212241396,52.82806356110371,1.2528719312536907,0.0706646389382084,0.039060798741788805,,16.43836,0.1202531861230125,0.1165409075646148,0.0474752394073838,-0.04426548194557767,-0.06939298712469455,,0.07908028799727362,0.06971305449733034,0.13049093925022337,-0.04976511089703639,-0.02680853108883252,0.05793616254631284
81,AUS,Australia,1976-04-30,10.0,6.144567105704684,52.79256221781511,1.2625325852273304,0.07044596372138967,0.03962216388711859,,16.562186666666666,0.1263156749385232,0.1160382177345622,0.047619484492348,-0.04960395425570463,-0.06847082172737784,,0.08010384460178832,0.07039281182407553,0.13023284755412723,-0.048013920034246205,-0.02609525239130306,0.05803873688214001
82,AUS,Australia,1976-05-31,10.0,6.144567105704684,52.79256221781511,1.2730536901042246,0.07088847962205991,0.039724745009473095,,16.686013333333335,0.1323526916824013,0.1155443137092975,0.0477619977063439,-0.0542800953376289,-0.06796643375619627,,0.0798144215653982,0.07094071636075605,0.13033084983343857,-0.047430514686578995,-0.025503186445074322,0.05847181712996763
83,AUS,Australia,1976-06-30,9.99,6.1472076212241396,52.82806356110371,1.284445379654503,0.07198458589441104,0.04054543367099872,,16.80984,0.138364396552775,0.1150589660207601,0.0479028105703993,-0.05831156601469356,-0.06682474615281842,,0.07952190611408039,0.07135824843530547,0.12988335286381147,-0.0468611933295735,-0.025030993932899537,0.05839122015996323
