LOCATION,Country,FREQUENCY,MEASURE,UNIT_MEASURE,TIME,Value
LUX,Luxembourg,M,CPI,IX,2023-07,119.91
LUX,Luxembourg,M,CPI,IX,2023-06,120.46
LUX,Luxembourg,M,CPI,IX,1955-06,14.52983
LUX,Luxembourg,M,CPI,IX,1955-05,14.50605
LUX,Luxembourg,M,CPI,IX,1955-04,14.5227
LUX,Luxembourg,M,CPI,IX,1955-03,14.55837
LUX,Luxembourg,M,CPI,IX,1955-02,14.69866
LUX,Luxembourg,M,CPI,IX,1955-01,14.76643
LUX,Luxembourg,M,CPI,IX,1956-09,14.72957
LUX,Luxembourg,M,CPI,IX,1956-08,14.67369
LUX,Luxembourg,M,CPI,IX,1956-07,14.6832
LUX,Luxembourg,M,CPI,IX,1956-06,14.66656
LUX,Luxembourg,M,CPI,IX,1956-05,14.5334
LUX,Luxembourg,M,CPI,IX,1956-04,14.59879
LUX,Luxembourg,M,CPI,IX,1956-03,14.74146
LUX,Luxembourg,M,CPI,IX,1956-02,14.62138
LUX,Luxembourg,M,CPI,IX,1956-01,14.73195
LUX,Luxembourg,M,CPI,IX,1955-12,14.74384
LUX,Luxembourg,M,CPI,IX,1955-11,14.7379
LUX,Luxembourg,M,CPI,IX,1955-10,14.71531
LUX,Luxembourg,M,CPI,IX,1955-09,14.72719
LUX,Luxembourg,M,CPI,IX,1955-08,14.67607
LUX,Luxembourg,M,CPI,IX,1955-07,14.65467
LUX,Luxembourg,M,CPI,IX,1959-04,15.4453
LUX,Luxembourg,M,CPI,IX,1959-03,15.46076
LUX,Luxembourg,M,CPI,IX,1959-02,15.52853
LUX,Luxembourg,M,CPI,IX,1959-01,15.58916
LUX,Luxembourg,M,CPI,IX,1958-12,15.57965
LUX,Luxembourg,M,CPI,IX,1958-11,15.5749
LUX,Luxembourg,M,CPI,IX,1958-10,15.55825
LUX,Luxembourg,M,CPI,IX,1958-09,15.62245
LUX,Luxembourg,M,CPI,IX,1958-08,15.54755
LUX,Luxembourg,M,CPI,IX,1958-07,15.50594
LUX,Luxembourg,M,CPI,IX,1958-06,15.50118
LUX,Luxembourg,M,CPI,IX,1958-05,15.43579
LUX,Luxembourg,M,CPI,IX,1958-04,15.42747
LUX,Luxembourg,M,CPI,IX,1958-03,15.38348
LUX,Luxembourg,M,CPI,IX,1958-02,15.50475
LUX,Luxembourg,M,CPI,IX,1958-01,15.58916
LUX,Luxembourg,M,CPI,IX,1957-12,15.6498
LUX,Luxembourg,M,CPI,IX,1957-11,15.62959
LUX,Luxembourg,M,CPI,IX,1957-10,15.59392
LUX,Luxembourg,M,CPI,IX,1957-09,15.64267
LUX,Luxembourg,M,CPI,IX,1957-08,15.6712
LUX,Luxembourg,M,CPI,IX,1957-07,15.47265
LUX,Luxembourg,M,CPI,IX,1957-06,15.36446
LUX,Luxembourg,M,CPI,IX,1957-05,15.23368
LUX,Luxembourg,M,CPI,IX,1957-04,15.21941
LUX,Luxembourg,M,CPI,IX,1957-03,15.18017
LUX,Luxembourg,M,CPI,IX,1957-02,15.22535
LUX,Luxembourg,M,CPI,IX,1957-01,15.14213
LUX,Luxembourg,M,CPI,IX,1956-12,15.09101
LUX,Luxembourg,M,CPI,IX,1956-11,15.02086
LUX,Luxembourg,M,CPI,IX,1956-10,14.75692
LUX,Luxembourg,M,CPI,IX,1964-09,17.12169
LUX,Luxembourg,M,CPI,IX,1964-08,16.95286
LUX,Luxembourg,M,CPI,IX,1964-07,16.809
LUX,Luxembourg,M,CPI,IX,1964-06,16.81138
LUX,Luxembourg,M,CPI,IX,1964-05,16.67584
LUX,Luxembourg,M,CPI,IX,1964-04,16.66752
LUX,Luxembourg,M,CPI,IX,1964-03,16.63898
LUX,Luxembourg,M,CPI,IX,1964-02,16.70319
LUX,Luxembourg,M,CPI,IX,1964-01,16.57478
LUX,Luxembourg,M,CPI,IX,1963-12,16.57954
LUX,Luxembourg,M,CPI,IX,1963-11,16.53911
LUX,Luxembourg,M,CPI,IX,1963-10,16.49275
LUX,Luxembourg,M,CPI,IX,1963-09,16.57359
LUX,Luxembourg,M,CPI,IX,1963-08,16.45708
LUX,Luxembourg,M,CPI,IX,1963-07,16.40952
LUX,Luxembourg,M,CPI,IX,1963-06,16.41665
LUX,Luxembourg,M,CPI,IX,1963-05,16.3156
LUX,Luxembourg,M,CPI,IX,1963-04,16.0148
LUX,Luxembourg,M,CPI,IX,1963-03,16.04333
LUX,Luxembourg,M,CPI,IX,1963-02,16.04452
LUX,Luxembourg,M,CPI,IX,1963-01,15.97794
LUX,Luxembourg,M,CPI,IX,1962-12,15.95416
LUX,Luxembourg,M,CPI,IX,1962-11,15.91136
LUX,Luxembourg,M,CPI,IX,1962-10,15.87094
LUX,Luxembourg,M,CPI,IX,1962-09,15.99934
LUX,Luxembourg,M,CPI,IX,1962-08,15.90898
LUX,Luxembourg,M,CPI,IX,1962-07,15.90898
LUX,Luxembourg,M,CPI,IX,1962-06,15.92087
LUX,Luxembourg,M,CPI,IX,1962-05,15.76275
LUX,Luxembourg,M,CPI,IX,1962-04,15.75324
LUX,Luxembourg,M,CPI,IX,1962-03,15.74254
LUX,Luxembourg,M,CPI,IX,1962-02,15.79128
LUX,Luxembourg,M,CPI,IX,1962-01,15.86381
LUX,Luxembourg,M,CPI,IX,1961-12,15.82338
LUX,Luxembourg,M,CPI,IX,1961-11,15.78653
LUX,Luxembourg,M,CPI,IX,1961-10,15.7568
LUX,Luxembourg,M,CPI,IX,1961-09,15.79723
LUX,Luxembourg,M,CPI,IX,1961-08,15.81744
LUX,Luxembourg,M,CPI,IX,1961-07,15.71757
LUX,Luxembourg,M,CPI,IX,1961-06,15.7247
LUX,Luxembourg,M,CPI,IX,1961-05,15.61532
LUX,Luxembourg,M,CPI,IX,1961-04,15.607
LUX,Luxembourg,M,CPI,IX,1961-03,15.60105
LUX,Luxembourg,M,CPI,IX,1961-02,15.69736
LUX,Luxembourg,M,CPI,IX,1961-01,15.75324
LUX,Luxembourg,M,CPI,IX,1960-12,15.76037
LUX,Luxembourg,M,CPI,IX,1960-11,15.7461
LUX,Luxembourg,M,CPI,IX,1960-10,15.72708
LUX,Luxembourg,M,CPI,IX,1960-09,15.76988
LUX,Luxembourg,M,CPI,IX,1960-08,15.63553
LUX,Luxembourg,M,CPI,IX,1960-07,15.63434
LUX,Luxembourg,M,CPI,IX,1960-06,15.68666
LUX,Luxembourg,M,CPI,IX,1960-05,15.54161
LUX,Luxembourg,M,CPI,IX,1960-04,15.55944
LUX,Luxembourg,M,CPI,IX,1960-03,15.52853
LUX,Luxembourg,M,CPI,IX,1960-02,15.5749
LUX,Luxembourg,M,CPI,IX,1960-01,15.62721
LUX,Luxembourg,M,CPI,IX,1959-12,15.65456
LUX,Luxembourg,M,CPI,IX,1959-11,15.63315
LUX,Luxembourg,M,CPI,IX,1959-10,15.61889
LUX,Luxembourg,M,CPI,IX,1959-09,15.73065
LUX,Luxembourg,M,CPI,IX,1959-08,15.76631
LUX,Luxembourg,M,CPI,IX,1959-07,15.58798
LUX,Luxembourg,M,CPI,IX,1959-06,15.54161
LUX,Luxembourg,M,CPI,IX,1959-05,15.39418
LUX,Luxembourg,M,CPI,IX,1975-09,29.03515
LUX,Luxembourg,M,CPI,IX,1975-08,28.8178
LUX,Luxembourg,M,CPI,IX,1975-07,28.69956
LUX,Luxembourg,M,CPI,IX,1975-06,28.44916
LUX,Luxembourg,M,CPI,IX,1975-05,28.24572
LUX,Luxembourg,M,CPI,IX,1975-04,28.07357
LUX,Luxembourg,M,CPI,IX,1975-03,27.73102
LUX,Luxembourg,M,CPI,IX,1975-02,27.54844
LUX,Luxembourg,M,CPI,IX,1975-01,27.15025
LUX,Luxembourg,M,CPI,IX,1974-12,26.96072
LUX,Luxembourg,M,CPI,IX,1974-11,26.75206
LUX,Luxembourg,M,CPI,IX,1974-10,26.45124
LUX,Luxembourg,M,CPI,IX,1974-09,26.20432
LUX,Luxembourg,M,CPI,IX,1974-08,26.04782
LUX,Luxembourg,M,CPI,IX,1974-07,25.9974
LUX,Luxembourg,M,CPI,IX,1974-06,25.70701
LUX,Luxembourg,M,CPI,IX,1974-05,25.64615
LUX,Luxembourg,M,CPI,IX,1974-04,25.41663
LUX,Luxembourg,M,CPI,IX,1974-03,25.09146
LUX,Luxembourg,M,CPI,IX,1974-02,24.92627
LUX,Luxembourg,M,CPI,IX,1974-01,24.46722
LUX,Luxembourg,M,CPI,IX,1973-12,24.23595
LUX,Luxembourg,M,CPI,IX,1973-11,24.01338
LUX,Luxembourg,M,CPI,IX,1973-10,23.86384
LUX,Luxembourg,M,CPI,IX,1973-09,23.69865
LUX,Luxembourg,M,CPI,IX,1973-08,23.64649
LUX,Luxembourg,M,CPI,IX,1973-07,23.61519
LUX,Luxembourg,M,CPI,IX,1973-06,23.64127
LUX,Luxembourg,M,CPI,IX,1973-05,23.61171
LUX,Luxembourg,M,CPI,IX,1973-04,23.3248
LUX,Luxembourg,M,CPI,IX,1973-03,23.10745
LUX,Luxembourg,M,CPI,IX,1973-02,23.02224
LUX,Luxembourg,M,CPI,IX,1973-01,22.91617
LUX,Luxembourg,M,CPI,IX,1972-12,22.83445
LUX,Luxembourg,M,CPI,IX,1972-11,22.74055
LUX,Luxembourg,M,CPI,IX,1972-10,22.61709
LUX,Luxembourg,M,CPI,IX,1972-09,22.50929
LUX,Luxembourg,M,CPI,IX,1972-08,22.41017
LUX,Luxembourg,M,CPI,IX,1972-07,22.3354
LUX,Luxembourg,M,CPI,IX,1972-06,22.15108
LUX,Luxembourg,M,CPI,IX,1972-05,21.90591
LUX,Luxembourg,M,CPI,IX,1972-04,21.82244
LUX,Luxembourg,M,CPI,IX,1972-03,21.77897
LUX,Luxembourg,M,CPI,IX,1972-02,21.74246
LUX,Luxembourg,M,CPI,IX,1972-01,21.67638
LUX,Luxembourg,M,CPI,IX,1971-12,21.56684
LUX,Luxembourg,M,CPI,IX,1971-11,21.48511
LUX,Luxembourg,M,CPI,IX,1971-10,21.39643
LUX,Luxembourg,M,CPI,IX,1971-09,21.25558
LUX,Luxembourg,M,CPI,IX,1971-08,21.15821
LUX,Luxembourg,M,CPI,IX,1971-07,21.13386
LUX,Luxembourg,M,CPI,IX,1971-06,21.11647
LUX,Luxembourg,M,CPI,IX,1971-05,21.06953
LUX,Luxembourg,M,CPI,IX,1971-04,20.91651
LUX,Luxembourg,M,CPI,IX,1971-03,20.89912
LUX,Luxembourg,M,CPI,IX,1971-02,20.7148
LUX,Luxembourg,M,CPI,IX,1971-01,20.5757
LUX,Luxembourg,M,CPI,IX,1970-12,20.44007
LUX,Luxembourg,M,CPI,IX,1970-11,20.39486
LUX,Luxembourg,M,CPI,IX,1970-10,20.36008
LUX,Luxembourg,M,CPI,IX,1970-09,20.29574
LUX,Luxembourg,M,CPI,IX,1970-08,20.21402
LUX,Luxembourg,M,CPI,IX,1970-07,20.2714
LUX,Luxembourg,M,CPI,IX,1970-06,20.19315
LUX,Luxembourg,M,CPI,IX,1970-05,20.13751
LUX,Luxembourg,M,CPI,IX,1970-04,20.03318
LUX,Luxembourg,M,CPI,IX,1970-03,19.94798
LUX,Luxembourg,M,CPI,IX,1970-02,19.90972
LUX,Luxembourg,M,CPI,IX,1970-01,19.78452
LUX,Luxembourg,M,CPI,IX,1969-12,19.59151
LUX,Luxembourg,M,CPI,IX,1969-11,19.38633
LUX,Luxembourg,M,CPI,IX,1969-10,19.32373
LUX,Luxembourg,M,CPI,IX,1969-09,19.30982
LUX,Luxembourg,M,CPI,IX,1969-08,19.27852
LUX,Luxembourg,M,CPI,IX,1969-07,19.30286
LUX,Luxembourg,M,CPI,IX,1969-06,19.2507
LUX,Luxembourg,M,CPI,IX,1969-05,19.2733
LUX,Luxembourg,M,CPI,IX,1969-04,19.18984
LUX,Luxembourg,M,CPI,IX,1969-03,19.14637
LUX,Luxembourg,M,CPI,IX,1969-02,19.10985
LUX,Luxembourg,M,CPI,IX,1969-01,19.09073
LUX,Luxembourg,M,CPI,IX,1968-12,19.05421
LUX,Luxembourg,M,CPI,IX,1968-11,18.98118
LUX,Luxembourg,M,CPI,IX,1968-10,18.95336
LUX,Luxembourg,M,CPI,IX,1968-09,18.86642
LUX,Luxembourg,M,CPI,IX,1968-08,18.83512
LUX,Luxembourg,M,CPI,IX,1968-07,18.83685
LUX,Luxembourg,M,CPI,IX,1968-06,18.80208
LUX,Luxembourg,M,CPI,IX,1968-05,18.78469
LUX,Luxembourg,M,CPI,IX,1968-04,18.80208
LUX,Luxembourg,M,CPI,IX,1968-03,18.76208
LUX,Luxembourg,M,CPI,IX,1968-02,18.74296
LUX,Luxembourg,M,CPI,IX,1968-01,18.64558
LUX,Luxembourg,M,CPI,IX,1967-12,18.62646
LUX,Luxembourg,M,CPI,IX,1967-11,18.60037
LUX,Luxembourg,M,CPI,IX,1967-10,18.56212
LUX,Luxembourg,M,CPI,IX,1967-09,18.54473
LUX,Luxembourg,M,CPI,IX,1967-08,18.42475
LUX,Luxembourg,M,CPI,IX,1967-07,18.41953
LUX,Luxembourg,M,CPI,IX,1967-06,18.22305
LUX,Luxembourg,M,CPI,IX,1967-05,18.2613
LUX,Luxembourg,M,CPI,IX,1967-04,18.21087
LUX,Luxembourg,M,CPI,IX,1967-03,18.14828
LUX,Luxembourg,M,CPI,IX,1967-02,18.12741
LUX,Luxembourg,M,CPI,IX,1967-01,18.13436
LUX,Luxembourg,M,CPI,IX,1966-12,18.07524
LUX,Luxembourg,M,CPI,IX,1966-11,18.03699
LUX,Luxembourg,M,CPI,IX,1966-10,18.01265
LUX,Luxembourg,M,CPI,IX,1966-09,17.96744
LUX,Luxembourg,M,CPI,IX,1966-08,17.91527
LUX,Luxembourg,M,CPI,IX,1966-07,17.94657
LUX,Luxembourg,M,CPI,IX,1966-06,17.9031
LUX,Luxembourg,M,CPI,IX,1966-05,18.05612
LUX,Luxembourg,M,CPI,IX,1966-04,17.97787
LUX,Luxembourg,M,CPI,IX,1966-03,17.88745
LUX,Luxembourg,M,CPI,IX,1966-02,17.9031
LUX,Luxembourg,M,CPI,IX,1966-01,17.93092
LUX,Luxembourg,M,CPI,IX,1965-12,17.80056
LUX,Luxembourg,M,CPI,IX,1965-11,17.54851
LUX,Luxembourg,M,CPI,IX,1965-10,17.52592
LUX,Luxembourg,M,CPI,IX,1965-09,17.57348
LUX,Luxembourg,M,CPI,IX,1965-08,17.53424
LUX,Luxembourg,M,CPI,IX,1965-07,17.46647
LUX,Luxembourg,M,CPI,IX,1965-06,17.42724
LUX,Luxembourg,M,CPI,IX,1965-05,17.31667
LUX,Luxembourg,M,CPI,IX,1965-04,17.11099
LUX,Luxembourg,M,CPI,IX,1965-03,17.11217
LUX,Luxembourg,M,CPI,IX,1965-02,17.15022
LUX,Luxembourg,M,CPI,IX,1965-01,17.09434
LUX,Luxembourg,M,CPI,IX,1964-12,17.05154
LUX,Luxembourg,M,CPI,IX,1964-11,16.96475
LUX,Luxembourg,M,CPI,IX,1964-10,16.95761
LUX,Luxembourg,M,CPI,IX,1987-08,54.67276
LUX,Luxembourg,M,CPI,IX,1987-07,54.48929
LUX,Luxembourg,M,CPI,IX,1987-06,54.48929
LUX,Luxembourg,M,CPI,IX,1987-05,54.55744
LUX,Luxembourg,M,CPI,IX,1987-04,54.63083
LUX,Luxembourg,M,CPI,IX,1987-03,54.76711
LUX,Luxembourg,M,CPI,IX,1987-02,54.78284
LUX,Luxembourg,M,CPI,IX,1987-01,54.69897
LUX,Luxembourg,M,CPI,IX,1986-12,54.6151
LUX,Luxembourg,M,CPI,IX,1986-11,54.64655
LUX,Luxembourg,M,CPI,IX,1986-10,54.63607
LUX,Luxembourg,M,CPI,IX,1986-09,54.56792
LUX,Luxembourg,M,CPI,IX,1986-08,54.42639
LUX,Luxembourg,M,CPI,IX,1986-07,54.59413
LUX,Luxembourg,M,CPI,IX,1986-06,54.69373
LUX,Luxembourg,M,CPI,IX,1986-05,54.73042
LUX,Luxembourg,M,CPI,IX,1986-04,54.72518
LUX,Luxembourg,M,CPI,IX,1986-03,54.78808
LUX,Luxembourg,M,CPI,IX,1986-02,55.07114
LUX,Luxembourg,M,CPI,IX,1986-01,55.30178
LUX,Luxembourg,M,CPI,IX,1985-12,55.40138
LUX,Luxembourg,M,CPI,IX,1985-11,55.31227
LUX,Luxembourg,M,CPI,IX,1985-10,55.17598
LUX,Luxembourg,M,CPI,IX,1985-09,54.71469
LUX,Luxembourg,M,CPI,IX,1985-08,54.71994
LUX,Luxembourg,M,CPI,IX,1985-07,54.91913
LUX,Luxembourg,M,CPI,IX,1985-06,54.63083
LUX,Luxembourg,M,CPI,IX,1985-05,54.5155
LUX,Luxembourg,M,CPI,IX,1985-04,54.44736
LUX,Luxembourg,M,CPI,IX,1985-03,53.97559
LUX,Luxembourg,M,CPI,IX,1985-02,53.69253
LUX,Luxembourg,M,CPI,IX,1985-01,53.36229
LUX,Luxembourg,M,CPI,IX,1984-12,53.19979
LUX,Luxembourg,M,CPI,IX,1984-11,53.19979
LUX,Luxembourg,M,CPI,IX,1984-10,53.05302
LUX,Luxembourg,M,CPI,IX,1984-09,52.64415
LUX,Luxembourg,M,CPI,IX,1984-08,52.59174
LUX,Luxembourg,M,CPI,IX,1984-07,52.46069
LUX,Luxembourg,M,CPI,IX,1984-06,52.34537
LUX,Luxembourg,M,CPI,IX,1984-05,52.32964
LUX,Luxembourg,M,CPI,IX,1984-04,52.14618
LUX,Luxembourg,M,CPI,IX,1984-03,51.96271
LUX,Luxembourg,M,CPI,IX,1984-02,51.774
LUX,Luxembourg,M,CPI,IX,1984-01,51.40707
LUX,Luxembourg,M,CPI,IX,1983-12,51.11147
LUX,Luxembourg,M,CPI,IX,1983-11,50.88194
LUX,Luxembourg,M,CPI,IX,1983-10,50.62807
LUX,Luxembourg,M,CPI,IX,1983-09,50.17075
LUX,Luxembourg,M,CPI,IX,1983-08,49.69257
LUX,Luxembourg,M,CPI,IX,1983-07,49.33785
LUX,Luxembourg,M,CPI,IX,1983-06,48.60754
LUX,Luxembourg,M,CPI,IX,1983-05,48.47191
LUX,Luxembourg,M,CPI,IX,1983-04,48.22847
LUX,Luxembourg,M,CPI,IX,1983-03,48.07893
LUX,Luxembourg,M,CPI,IX,1983-02,48.00242
LUX,Luxembourg,M,CPI,IX,1983-01,47.86158
LUX,Luxembourg,M,CPI,IX,1982-12,47.31558
LUX,Luxembourg,M,CPI,IX,1982-11,47.15213
LUX,Luxembourg,M,CPI,IX,1982-10,46.70872
LUX,Luxembourg,M,CPI,IX,1982-09,46.21489
LUX,Luxembourg,M,CPI,IX,1982-08,45.87756
LUX,Luxembourg,M,CPI,IX,1982-07,45.62717
LUX,Luxembourg,M,CPI,IX,1982-06,45.15942
LUX,Luxembourg,M,CPI,IX,1982-05,44.64994
LUX,Luxembourg,M,CPI,IX,1982-04,44.04134
LUX,Luxembourg,M,CPI,IX,1982-03,43.8918
LUX,Luxembourg,M,CPI,IX,1982-02,43.85007
LUX,Luxembourg,M,CPI,IX,1982-01,43.43101
LUX,Luxembourg,M,CPI,IX,1981-12,42.8485
LUX,Luxembourg,M,CPI,IX,1981-11,42.57203
LUX,Luxembourg,M,CPI,IX,1981-10,42.30772
LUX,Luxembourg,M,CPI,IX,1981-09,42.19469
LUX,Luxembourg,M,CPI,IX,1981-08,41.83475
LUX,Luxembourg,M,CPI,IX,1981-07,41.68869
LUX,Luxembourg,M,CPI,IX,1981-06,41.48003
LUX,Luxembourg,M,CPI,IX,1981-05,41.05923
LUX,Luxembourg,M,CPI,IX,1981-04,40.74972
LUX,Luxembourg,M,CPI,IX,1981-03,40.49585
LUX,Luxembourg,M,CPI,IX,1981-02,40.18981
LUX,Luxembourg,M,CPI,IX,1981-01,39.95855
LUX,Luxembourg,M,CPI,IX,1980-12,39.65947
LUX,Luxembourg,M,CPI,IX,1980-11,39.23867
LUX,Luxembourg,M,CPI,IX,1980-10,38.87699
LUX,Luxembourg,M,CPI,IX,1980-09,38.58313
LUX,Luxembourg,M,CPI,IX,1980-08,38.55009
LUX,Luxembourg,M,CPI,IX,1980-07,38.42141
LUX,Luxembourg,M,CPI,IX,1980-06,38.2597
LUX,Luxembourg,M,CPI,IX,1980-05,38.17102
LUX,Luxembourg,M,CPI,IX,1980-04,37.9328
LUX,Luxembourg,M,CPI,IX,1980-03,37.71718
LUX,Luxembourg,M,CPI,IX,1980-02,37.56069
LUX,Luxembourg,M,CPI,IX,1980-01,37.25465
LUX,Luxembourg,M,CPI,IX,1979-12,37.06686
LUX,Luxembourg,M,CPI,IX,1979-11,36.91384
LUX,Luxembourg,M,CPI,IX,1979-10,36.67388
LUX,Luxembourg,M,CPI,IX,1979-09,36.4374
LUX,Luxembourg,M,CPI,IX,1979-08,36.23743
LUX,Luxembourg,M,CPI,IX,1979-07,36.1244
LUX,Luxembourg,M,CPI,IX,1979-06,35.9453
LUX,Luxembourg,M,CPI,IX,1979-05,35.78707
LUX,Luxembourg,M,CPI,IX,1979-04,35.58363
LUX,Luxembourg,M,CPI,IX,1979-03,35.49669
LUX,Luxembourg,M,CPI,IX,1979-02,35.43409
LUX,Luxembourg,M,CPI,IX,1979-01,35.24977
LUX,Luxembourg,M,CPI,IX,1978-12,34.97329
LUX,Luxembourg,M,CPI,IX,1978-11,34.97503
LUX,Luxembourg,M,CPI,IX,1978-10,34.86027
LUX,Luxembourg,M,CPI,IX,1978-09,34.66899
LUX,Luxembourg,M,CPI,IX,1978-08,34.6064
LUX,Luxembourg,M,CPI,IX,1978-07,34.5664
LUX,Luxembourg,M,CPI,IX,1978-06,34.50381
LUX,Luxembourg,M,CPI,IX,1978-05,34.40643
LUX,Luxembourg,M,CPI,IX,1978-04,34.35253
LUX,Luxembourg,M,CPI,IX,1978-03,34.15952
LUX,Luxembourg,M,CPI,IX,1978-02,34.06388
LUX,Luxembourg,M,CPI,IX,1978-01,33.98563
LUX,Luxembourg,M,CPI,IX,1977-12,33.83261
LUX,Luxembourg,M,CPI,IX,1977-11,33.90564
LUX,Luxembourg,M,CPI,IX,1977-10,33.7422
LUX,Luxembourg,M,CPI,IX,1977-09,33.59439
LUX,Luxembourg,M,CPI,IX,1977-08,33.66742
LUX,Luxembourg,M,CPI,IX,1977-07,33.76306
LUX,Luxembourg,M,CPI,IX,1977-06,33.60656
LUX,Luxembourg,M,CPI,IX,1977-05,33.43616
LUX,Luxembourg,M,CPI,IX,1977-04,33.31096
LUX,Luxembourg,M,CPI,IX,1977-03,33.111
LUX,Luxembourg,M,CPI,IX,1977-02,32.96841
LUX,Luxembourg,M,CPI,IX,1977-01,32.75279
LUX,Luxembourg,M,CPI,IX,1976-12,32.42763
LUX,Luxembourg,M,CPI,IX,1976-11,32.20332
LUX,Luxembourg,M,CPI,IX,1976-10,31.99988
LUX,Luxembourg,M,CPI,IX,1976-09,31.75122
LUX,Luxembourg,M,CPI,IX,1976-08,31.71818
LUX,Luxembourg,M,CPI,IX,1976-07,31.47648
LUX,Luxembourg,M,CPI,IX,1976-06,31.23479
LUX,Luxembourg,M,CPI,IX,1976-05,31.19653
LUX,Luxembourg,M,CPI,IX,1976-04,31.007
LUX,Luxembourg,M,CPI,IX,1976-03,30.57577
LUX,Luxembourg,M,CPI,IX,1976-02,30.501
LUX,Luxembourg,M,CPI,IX,1976-01,30.35667
LUX,Luxembourg,M,CPI,IX,1975-12,29.89588
LUX,Luxembourg,M,CPI,IX,1975-11,29.72199
LUX,Luxembourg,M,CPI,IX,1975-10,29.48899
LUX,Luxembourg,M,CPI,IX,1999-07,70.26006
LUX,Luxembourg,M,CPI,IX,1999-06,71.14683
LUX,Luxembourg,M,CPI,IX,1999-05,71.1812
LUX,Luxembourg,M,CPI,IX,1999-04,70.98185
LUX,Luxembourg,M,CPI,IX,1999-03,70.64502
LUX,Luxembourg,M,CPI,IX,1999-02,70.56253
LUX,Luxembourg,M,CPI,IX,1999-01,69.28394
LUX,Luxembourg,M,CPI,IX,1998-12,70.45942
LUX,Luxembourg,M,CPI,IX,1998-11,70.52129
LUX,Luxembourg,M,CPI,IX,1998-10,70.48004
LUX,Luxembourg,M,CPI,IX,1998-09,70.42504
LUX,Luxembourg,M,CPI,IX,1998-08,70.48692
LUX,Luxembourg,M,CPI,IX,1998-07,70.43192
LUX,Luxembourg,M,CPI,IX,1998-06,70.28756
LUX,Luxembourg,M,CPI,IX,1998-05,70.32193
LUX,Luxembourg,M,CPI,IX,1998-04,70.08821
LUX,Luxembourg,M,CPI,IX,1998-03,70.23944
LUX,Luxembourg,M,CPI,IX,1998-02,70.20507
LUX,Luxembourg,M,CPI,IX,1998-01,70.23257
LUX,Luxembourg,M,CPI,IX,1997-12,70.17757
LUX,Luxembourg,M,CPI,IX,1997-11,70.21194
LUX,Luxembourg,M,CPI,IX,1997-10,70.1432
LUX,Luxembourg,M,CPI,IX,1997-09,69.96448
LUX,Luxembourg,M,CPI,IX,1997-08,69.75826
LUX,Luxembourg,M,CPI,IX,1997-07,69.6414
LUX,Luxembourg,M,CPI,IX,1997-06,69.47642
LUX,Luxembourg,M,CPI,IX,1997-05,69.42142
LUX,Luxembourg,M,CPI,IX,1997-04,69.33894
LUX,Luxembourg,M,CPI,IX,1997-03,69.32519
LUX,Luxembourg,M,CPI,IX,1997-02,69.4558
LUX,Luxembourg,M,CPI,IX,1997-01,69.24957
LUX,Luxembourg,M,CPI,IX,1996-12,69.16021
LUX,Luxembourg,M,CPI,IX,1996-11,69.16708
LUX,Luxembourg,M,CPI,IX,1996-10,68.96086
LUX,Luxembourg,M,CPI,IX,1996-09,68.83025
LUX,Luxembourg,M,CPI,IX,1996-08,68.80963
LUX,Luxembourg,M,CPI,IX,1996-07,68.74776
LUX,Luxembourg,M,CPI,IX,1996-06,68.69277
LUX,Luxembourg,M,CPI,IX,1996-05,68.6859
LUX,Luxembourg,M,CPI,IX,1996-04,68.62403
LUX,Luxembourg,M,CPI,IX,1996-03,68.4728
LUX,Luxembourg,M,CPI,IX,1996-02,68.40406
LUX,Luxembourg,M,CPI,IX,1996-01,68.32845
LUX,Luxembourg,M,CPI,IX,1995-12,68.25283
LUX,Luxembourg,M,CPI,IX,1995-11,68.22533
LUX,Luxembourg,M,CPI,IX,1995-10,68.13597
LUX,Luxembourg,M,CPI,IX,1995-09,68.04661
LUX,Luxembourg,M,CPI,IX,1995-08,67.92287
LUX,Luxembourg,M,CPI,IX,1995-07,67.9435
LUX,Luxembourg,M,CPI,IX,1995-06,67.916
LUX,Luxembourg,M,CPI,IX,1995-05,67.86788
LUX,Luxembourg,M,CPI,IX,1995-04,67.77164
LUX,Luxembourg,M,CPI,IX,1995-03,67.76477
LUX,Luxembourg,M,CPI,IX,1995-02,67.74415
LUX,Luxembourg,M,CPI,IX,1995-01,67.64104
LUX,Luxembourg,M,CPI,IX,1994-12,67.40414
LUX,Luxembourg,M,CPI,IX,1994-11,67.33307
LUX,Luxembourg,M,CPI,IX,1994-10,67.14355
LUX,Luxembourg,M,CPI,IX,1994-09,67.03102
LUX,Luxembourg,M,CPI,IX,1994-08,66.81781
LUX,Luxembourg,M,CPI,IX,1994-07,66.74674
LUX,Luxembourg,M,CPI,IX,1994-06,66.46838
LUX,Luxembourg,M,CPI,IX,1994-05,66.43285
LUX,Luxembourg,M,CPI,IX,1994-04,66.30255
LUX,Luxembourg,M,CPI,IX,1994-03,66.24332
LUX,Luxembourg,M,CPI,IX,1994-02,66.26701
LUX,Luxembourg,M,CPI,IX,1994-01,66.09526
LUX,Luxembourg,M,CPI,IX,1993-12,66.07749
LUX,Luxembourg,M,CPI,IX,1993-11,66.01234
LUX,Luxembourg,M,CPI,IX,1993-10,65.78729
LUX,Luxembourg,M,CPI,IX,1993-09,65.59185
