LOCATION,Country,FREQUENCY,MEASURE,UNIT_MEASURE,TIME,Value
HUN,Hungary,M,CPI,IX,2004-02,65.87713
HUN,Hungary,M,CPI,IX,2004-01,65.06292
HUN,Hungary,M,CPI,IX,2003-12,63.73057
HUN,Hungary,M,CPI,IX,2003-11,63.58253
HUN,Hungary,M,CPI,IX,2003-10,63.21244
HUN,Hungary,M,CPI,IX,2003-09,62.76832
HUN,Hungary,M,CPI,IX,2003-08,62.39822
HUN,Hungary,M,CPI,IX,2003-07,62.54626
HUN,Hungary,M,CPI,IX,2003-06,62.39822
HUN,Hungary,M,CPI,IX,2003-05,62.25019
HUN,Hungary,M,CPI,IX,2003-04,62.10215
HUN,Hungary,M,CPI,IX,2003-03,62.02813
HUN,Hungary,M,CPI,IX,2003-02,61.50999
HUN,Hungary,M,CPI,IX,2003-01,61.06588
HUN,Hungary,M,CPI,IX,2002-12,60.32568
HUN,Hungary,M,CPI,IX,2002-11,60.25167
HUN,Hungary,M,CPI,IX,2002-10,60.25167
HUN,Hungary,M,CPI,IX,2002-09,59.95559
HUN,Hungary,M,CPI,IX,2002-08,59.58549
HUN,Hungary,M,CPI,IX,2002-07,59.73353
HUN,Hungary,M,CPI,IX,2002-06,59.80755
HUN,Hungary,M,CPI,IX,2002-05,60.10363
HUN,Hungary,M,CPI,IX,2002-04,59.80755
HUN,Hungary,M,CPI,IX,2002-03,59.28941
HUN,Hungary,M,CPI,IX,2002-02,58.8453
HUN,Hungary,M,CPI,IX,2002-01,58.25315
HUN,Hungary,M,CPI,IX,2001-12,57.51295
HUN,Hungary,M,CPI,IX,2001-11,57.51295
HUN,Hungary,M,CPI,IX,2001-10,57.43893
HUN,Hungary,M,CPI,IX,2001-09,57.2909
HUN,Hungary,M,CPI,IX,2001-08,56.99482
HUN,Hungary,M,CPI,IX,2001-07,57.14286
HUN,Hungary,M,CPI,IX,2001-06,57.06884
HUN,Hungary,M,CPI,IX,2001-05,56.9208
HUN,Hungary,M,CPI,IX,2001-04,56.40266
HUN,Hungary,M,CPI,IX,2001-03,55.95855
HUN,Hungary,M,CPI,IX,2001-02,55.44041
HUN,Hungary,M,CPI,IX,2001-01,54.70022
HUN,Hungary,M,CPI,IX,2000-12,53.88601
HUN,Hungary,M,CPI,IX,2000-11,53.73797
HUN,Hungary,M,CPI,IX,2000-10,53.36787
HUN,Hungary,M,CPI,IX,2000-09,53.0718
HUN,Hungary,M,CPI,IX,2000-08,52.47964
HUN,Hungary,M,CPI,IX,2000-07,52.18357
HUN,Hungary,M,CPI,IX,2000-06,51.66543
HUN,Hungary,M,CPI,IX,2000-05,51.36935
HUN,Hungary,M,CPI,IX,2023-10,160.9178
HUN,Hungary,M,CPI,IX,2023-09,161.1399
HUN,Hungary,M,CPI,IX,2023-08,160.5477
HUN,Hungary,M,CPI,IX,2023-07,159.4375
HUN,Hungary,M,CPI,IX,2023-06,158.9933
HUN,Hungary,M,CPI,IX,2023-05,158.5492
HUN,Hungary,M,CPI,IX,2023-04,159.1414
HUN,Hungary,M,CPI,IX,2023-03,158.1051
HUN,Hungary,M,CPI,IX,2023-02,156.8468
HUN,Hungary,M,CPI,IX,2023-01,155.5885
HUN,Hungary,M,CPI,IX,2022-12,152.0355
HUN,Hungary,M,CPI,IX,2022-11,149.1488
HUN,Hungary,M,CPI,IX,2022-10,146.4841
HUN,Hungary,M,CPI,IX,2022-09,143.5973
HUN,Hungary,M,CPI,IX,2022-08,137.9719
HUN,Hungary,M,CPI,IX,2022-07,135.5292
HUN,Hungary,M,CPI,IX,2022-06,132.4204
HUN,Hungary,M,CPI,IX,2022-05,130.4959
HUN,Hungary,M,CPI,IX,2022-04,128.3494
HUN,Hungary,M,CPI,IX,2022-03,126.3509
HUN,Hungary,M,CPI,IX,2022-02,125.0925
HUN,Hungary,M,CPI,IX,2022-01,123.7602
HUN,Hungary,M,CPI,IX,2021-12,122.0577
HUN,Hungary,M,CPI,IX,2021-11,121.7617
HUN,Hungary,M,CPI,IX,2021-10,120.9474
HUN,Hungary,M,CPI,IX,2021-09,119.5411
HUN,Hungary,M,CPI,IX,2021-08,119.393
HUN,Hungary,M,CPI,IX,2021-07,119.171
HUN,Hungary,M,CPI,IX,2021-06,118.5788
HUN,Hungary,M,CPI,IX,2021-05,117.9127
HUN,Hungary,M,CPI,IX,2021-04,117.3205
HUN,Hungary,M,CPI,IX,2021-03,116.3583
HUN,Hungary,M,CPI,IX,2021-02,115.544
HUN,Hungary,M,CPI,IX,2021-01,114.7298
HUN,Hungary,M,CPI,IX,2020-12,113.6936
HUN,Hungary,M,CPI,IX,2020-11,113.3235
HUN,Hungary,M,CPI,IX,2020-10,113.6195
HUN,Hungary,M,CPI,IX,2020-09,113.3975
HUN,Hungary,M,CPI,IX,2020-08,113.8416
HUN,Hungary,M,CPI,IX,2020-07,113.8416
HUN,Hungary,M,CPI,IX,2020-06,112.5833
HUN,Hungary,M,CPI,IX,2020-05,112.1392
HUN,Hungary,M,CPI,IX,2020-04,111.621
HUN,Hungary,M,CPI,IX,2020-03,112.2872
HUN,Hungary,M,CPI,IX,2020-02,112.0651
HUN,Hungary,M,CPI,IX,2020-01,111.695
HUN,Hungary,M,CPI,IX,2019-12,110.6588
HUN,Hungary,M,CPI,IX,2019-11,110.3627
HUN,Hungary,M,CPI,IX,2019-10,110.2887
HUN,Hungary,M,CPI,IX,2019-09,109.6225
HUN,Hungary,M,CPI,IX,2019-08,109.5485
HUN,Hungary,M,CPI,IX,2019-07,109.6965
HUN,Hungary,M,CPI,IX,2019-06,109.4745
HUN,Hungary,M,CPI,IX,2019-05,109.6965
HUN,Hungary,M,CPI,IX,2019-04,109.0303
HUN,Hungary,M,CPI,IX,2019-03,108.0681
HUN,Hungary,M,CPI,IX,2019-02,107.3279
HUN,Hungary,M,CPI,IX,2019-01,106.7357
HUN,Hungary,M,CPI,IX,2018-12,106.4397
HUN,Hungary,M,CPI,IX,2018-11,106.8098
HUN,Hungary,M,CPI,IX,2018-10,107.1799
HUN,Hungary,M,CPI,IX,2018-09,106.5877
HUN,Hungary,M,CPI,IX,2018-08,106.2916
HUN,Hungary,M,CPI,IX,2018-07,106.2176
HUN,Hungary,M,CPI,IX,2018-06,105.9215
HUN,Hungary,M,CPI,IX,2018-05,105.5514
HUN,Hungary,M,CPI,IX,2018-04,104.8853
HUN,Hungary,M,CPI,IX,2018-03,104.2191
HUN,Hungary,M,CPI,IX,2018-02,104.1451
HUN,Hungary,M,CPI,IX,2018-01,103.923
HUN,Hungary,M,CPI,IX,2017-12,103.6269
HUN,Hungary,M,CPI,IX,2017-11,103.5529
HUN,Hungary,M,CPI,IX,2017-10,103.1828
HUN,Hungary,M,CPI,IX,2017-09,102.9016
HUN,Hungary,M,CPI,IX,2017-08,102.8053
HUN,Hungary,M,CPI,IX,2017-07,102.7609
HUN,Hungary,M,CPI,IX,2017-06,102.7239
HUN,Hungary,M,CPI,IX,2017-05,102.7387
HUN,Hungary,M,CPI,IX,2017-04,102.5167
HUN,Hungary,M,CPI,IX,2017-03,102.1466
HUN,Hungary,M,CPI,IX,2017-02,102.2206
HUN,Hungary,M,CPI,IX,2017-01,101.8505
HUN,Hungary,M,CPI,IX,2016-12,101.4064
HUN,Hungary,M,CPI,IX,2016-11,101.0363
HUN,Hungary,M,CPI,IX,2016-10,100.9622
HUN,Hungary,M,CPI,IX,2016-09,100.3701
HUN,Hungary,M,CPI,IX,2016-08,100.2221
HUN,Hungary,M,CPI,IX,2016-07,100.5922
HUN,Hungary,M,CPI,IX,2016-06,100.8142
HUN,Hungary,M,CPI,IX,2016-05,100.5922
HUN,Hungary,M,CPI,IX,2016-04,100.2961
HUN,Hungary,M,CPI,IX,2016-03,99.48186
HUN,Hungary,M,CPI,IX,2016-02,99.40784
HUN,Hungary,M,CPI,IX,2016-01,99.55589
HUN,Hungary,M,CPI,IX,2015-12,99.70393
HUN,Hungary,M,CPI,IX,2015-11,100.0
HUN,Hungary,M,CPI,IX,2015-10,100.0
HUN,Hungary,M,CPI,IX,2015-09,99.70393
HUN,Hungary,M,CPI,IX,2015-08,100.3701
HUN,Hungary,M,CPI,IX,2015-07,100.9622
HUN,Hungary,M,CPI,IX,2015-06,100.9622
HUN,Hungary,M,CPI,IX,2015-05,100.8142
HUN,Hungary,M,CPI,IX,2015-04,100.074
HUN,Hungary,M,CPI,IX,2015-03,99.70393
HUN,Hungary,M,CPI,IX,2015-02,99.11177
HUN,Hungary,M,CPI,IX,2015-01,98.59364
HUN,Hungary,M,CPI,IX,2014-12,98.81569
HUN,Hungary,M,CPI,IX,2014-11,99.48186
HUN,Hungary,M,CPI,IX,2014-10,99.85196
HUN,Hungary,M,CPI,IX,2014-09,100.074
HUN,Hungary,M,CPI,IX,2014-08,100.2961
HUN,Hungary,M,CPI,IX,2014-07,100.5181
HUN,Hungary,M,CPI,IX,2014-06,100.3701
HUN,Hungary,M,CPI,IX,2014-05,100.2961
HUN,Hungary,M,CPI,IX,2014-04,100.4441
HUN,Hungary,M,CPI,IX,2014-03,100.3701
HUN,Hungary,M,CPI,IX,2014-02,100.148
HUN,Hungary,M,CPI,IX,2014-01,100.074
HUN,Hungary,M,CPI,IX,2013-12,99.70393
HUN,Hungary,M,CPI,IX,2013-11,100.2221
HUN,Hungary,M,CPI,IX,2013-10,100.2961
HUN,Hungary,M,CPI,IX,2013-09,100.5922
HUN,Hungary,M,CPI,IX,2013-08,100.148
HUN,Hungary,M,CPI,IX,2013-07,100.3701
HUN,Hungary,M,CPI,IX,2013-06,100.6662
HUN,Hungary,M,CPI,IX,2013-05,100.4441
HUN,Hungary,M,CPI,IX,2013-04,100.5181
HUN,Hungary,M,CPI,IX,2013-03,100.2961
HUN,Hungary,M,CPI,IX,2013-02,100.074
HUN,Hungary,M,CPI,IX,2013-01,100.148
HUN,Hungary,M,CPI,IX,2012-12,99.33382
HUN,Hungary,M,CPI,IX,2012-11,99.2598
HUN,Hungary,M,CPI,IX,2012-10,99.40784
HUN,Hungary,M,CPI,IX,2012-09,99.2598
HUN,Hungary,M,CPI,IX,2012-08,98.81569
HUN,Hungary,M,CPI,IX,2012-07,98.66766
HUN,Hungary,M,CPI,IX,2012-06,98.74168
HUN,Hungary,M,CPI,IX,2012-05,98.66766
HUN,Hungary,M,CPI,IX,2012-04,98.88971
HUN,Hungary,M,CPI,IX,2012-03,98.0755
HUN,Hungary,M,CPI,IX,2012-02,97.3353
HUN,Hungary,M,CPI,IX,2024-06,164.8409
HUN,Hungary,M,CPI,IX,2024-05,164.9149
HUN,Hungary,M,CPI,IX,2024-04,164.9889
HUN,Hungary,M,CPI,IX,2024-03,163.8786
HUN,Hungary,M,CPI,IX,2024-02,162.5463
USA,United States,M,CPI,IX,2022-06,125.0168
USA,United States,M,CPI,IX,2022-05,123.3228
USA,United States,M,CPI,IX,1955-06,11.26501
USA,United States,M,CPI,IX,1955-05,11.26501
USA,United States,M,CPI,IX,1955-04,11.26501
USA,United States,M,CPI,IX,1955-03,11.26501
USA,United States,M,CPI,IX,1955-02,11.26501
USA,United States,M,CPI,IX,1955-01,11.26501
USA,United States,M,CPI,IX,1956-08,11.51816
USA,United States,M,CPI,IX,1956-07,11.56035
USA,United States,M,CPI,IX,1956-06,11.47597
USA,United States,M,CPI,IX,1956-05,11.39159
USA,United States,M,CPI,IX,1956-04,11.3494
USA,United States,M,CPI,IX,1956-03,11.30721
USA,United States,M,CPI,IX,1956-02,11.30721
USA,United States,M,CPI,IX,1956-01,11.30721
USA,United States,M,CPI,IX,1955-12,11.30721
USA,United States,M,CPI,IX,1955-11,11.3494
USA,United States,M,CPI,IX,1955-10,11.3494
USA,United States,M,CPI,IX,1955-09,11.3494
USA,United States,M,CPI,IX,1955-08,11.30721
USA,United States,M,CPI,IX,1955-07,11.30721
USA,United States,M,CPI,IX,1959-03,12.19322
USA,United States,M,CPI,IX,1959-02,12.19322
USA,United States,M,CPI,IX,1959-01,12.23541
USA,United States,M,CPI,IX,1958-12,12.19322
USA,United States,M,CPI,IX,1958-11,12.23541
USA,United States,M,CPI,IX,1958-10,12.19322
USA,United States,M,CPI,IX,1958-09,12.19322
USA,United States,M,CPI,IX,1958-08,12.19322
USA,United States,M,CPI,IX,1958-07,12.23541
USA,United States,M,CPI,IX,1958-06,12.19322
USA,United States,M,CPI,IX,1958-05,12.19322
USA,United States,M,CPI,IX,1958-04,12.19322
USA,United States,M,CPI,IX,1958-03,12.15103
USA,United States,M,CPI,IX,1958-02,12.06664
USA,United States,M,CPI,IX,1958-01,12.06664
USA,United States,M,CPI,IX,1957-12,11.98226
USA,United States,M,CPI,IX,1957-11,11.98226
USA,United States,M,CPI,IX,1957-10,11.94007
USA,United States,M,CPI,IX,1957-09,11.94007
USA,United States,M,CPI,IX,1957-08,11.94007
USA,United States,M,CPI,IX,1957-07,11.94007
USA,United States,M,CPI,IX,1957-06,11.85569
USA,United States,M,CPI,IX,1957-05,11.8135
USA,United States,M,CPI,IX,1957-04,11.77131
USA,United States,M,CPI,IX,1957-03,11.72912
USA,United States,M,CPI,IX,1957-02,11.68692
USA,United States,M,CPI,IX,1957-01,11.64473
USA,United States,M,CPI,IX,1956-12,11.64473
USA,United States,M,CPI,IX,1956-11,11.60254
USA,United States,M,CPI,IX,1956-10,11.60254
USA,United States,M,CPI,IX,1956-09,11.56035
USA,United States,M,CPI,IX,1964-07,13.12142
USA,United States,M,CPI,IX,1964-06,13.07923
USA,United States,M,CPI,IX,1964-05,13.03704
USA,United States,M,CPI,IX,1964-04,13.03704
USA,United States,M,CPI,IX,1964-03,13.03704
USA,United States,M,CPI,IX,1964-02,13.03704
USA,United States,M,CPI,IX,1964-01,13.03704
USA,United States,M,CPI,IX,1963-12,13.03704
USA,United States,M,CPI,IX,1963-11,12.99485
USA,United States,M,CPI,IX,1963-10,12.99485
USA,United States,M,CPI,IX,1963-09,12.95266
USA,United States,M,CPI,IX,1963-08,12.95266
USA,United States,M,CPI,IX,1963-07,12.95266
USA,United States,M,CPI,IX,1963-06,12.91047
USA,United States,M,CPI,IX,1963-05,12.86828
USA,United States,M,CPI,IX,1963-04,12.86828
USA,United States,M,CPI,IX,1963-03,12.86828
USA,United States,M,CPI,IX,1963-02,12.82608
USA,United States,M,CPI,IX,1963-01,12.82608
USA,United States,M,CPI,IX,1962-12,12.82608
USA,United States,M,CPI,IX,1962-11,12.82608
USA,United States,M,CPI,IX,1962-10,12.82608
USA,United States,M,CPI,IX,1962-09,12.82608
USA,United States,M,CPI,IX,1962-08,12.78389
USA,United States,M,CPI,IX,1962-07,12.78389
USA,United States,M,CPI,IX,1962-06,12.7417
USA,United States,M,CPI,IX,1962-05,12.7417
USA,United States,M,CPI,IX,1962-04,12.7417
USA,United States,M,CPI,IX,1962-03,12.69951
USA,United States,M,CPI,IX,1962-02,12.69951
USA,United States,M,CPI,IX,1962-01,12.65732
USA,United States,M,CPI,IX,1961-12,12.65732
USA,United States,M,CPI,IX,1961-11,12.65732
USA,United States,M,CPI,IX,1961-10,12.65732
USA,United States,M,CPI,IX,1961-09,12.65732
USA,United States,M,CPI,IX,1961-08,12.61513
USA,United States,M,CPI,IX,1961-07,12.65732
USA,United States,M,CPI,IX,1961-06,12.57294
USA,United States,M,CPI,IX,1961-05,12.57294
USA,United States,M,CPI,IX,1961-04,12.57294
USA,United States,M,CPI,IX,1961-03,12.57294
USA,United States,M,CPI,IX,1961-02,12.57294
USA,United States,M,CPI,IX,1961-01,12.57294
USA,United States,M,CPI,IX,1960-12,12.57294
USA,United States,M,CPI,IX,1960-11,12.57294
USA,United States,M,CPI,IX,1960-10,12.57294
USA,United States,M,CPI,IX,1960-09,12.48856
USA,United States,M,CPI,IX,1960-08,12.48856
USA,United States,M,CPI,IX,1960-07,12.48856
USA,United States,M,CPI,IX,1960-06,12.48856
USA,United States,M,CPI,IX,1960-05,12.44636
USA,United States,M,CPI,IX,1960-04,12.44636
USA,United States,M,CPI,IX,1960-03,12.40417
USA,United States,M,CPI,IX,1960-02,12.40417
USA,United States,M,CPI,IX,1960-01,12.36198
USA,United States,M,CPI,IX,1959-12,12.40417
USA,United States,M,CPI,IX,1959-11,12.40417
USA,United States,M,CPI,IX,1959-10,12.40417
USA,United States,M,CPI,IX,1959-09,12.36198
USA,United States,M,CPI,IX,1959-08,12.31979
USA,United States,M,CPI,IX,1959-07,12.31979
USA,United States,M,CPI,IX,1959-06,12.2776
USA,United States,M,CPI,IX,1959-05,12.23541
USA,United States,M,CPI,IX,1959-04,12.23541
USA,United States,M,CPI,IX,1975-04,22.31907
USA,United States,M,CPI,IX,1975-03,22.23469
USA,United States,M,CPI,IX,1975-02,22.15031
USA,United States,M,CPI,IX,1975-01,21.98155
USA,United States,M,CPI,IX,1974-12,21.89716
USA,United States,M,CPI,IX,1974-11,21.7284
USA,United States,M,CPI,IX,1974-10,21.55964
USA,United States,M,CPI,IX,1974-09,21.34868
USA,United States,M,CPI,IX,1974-08,21.09553
USA,United States,M,CPI,IX,1974-07,20.84239
USA,United States,M,CPI,IX,1974-06,20.67362
USA,United States,M,CPI,IX,1974-05,20.50486
USA,United States,M,CPI,IX,1974-04,20.25171
USA,United States,M,CPI,IX,1974-03,20.16733
USA,United States,M,CPI,IX,1974-02,19.91418
USA,United States,M,CPI,IX,1974-01,19.66104
USA,United States,M,CPI,IX,1973-12,19.49227
USA,United States,M,CPI,IX,1973-11,19.3657
USA,United States,M,CPI,IX,1973-10,19.23913
USA,United States,M,CPI,IX,1973-09,19.07036
USA,United States,M,CPI,IX,1973-08,19.02817
USA,United States,M,CPI,IX,1973-07,18.69064
USA,United States,M,CPI,IX,1973-06,18.64845
USA,United States,M,CPI,IX,1973-05,18.52188
USA,United States,M,CPI,IX,1973-04,18.39531
USA,United States,M,CPI,IX,1973-03,18.26873
USA,United States,M,CPI,IX,1973-02,18.09997
USA,United States,M,CPI,IX,1973-01,17.97339
USA,United States,M,CPI,IX,1972-12,17.9312
USA,United States,M,CPI,IX,1972-11,17.88901
USA,United States,M,CPI,IX,1972-10,17.84682
USA,United States,M,CPI,IX,1972-09,17.76244
USA,United States,M,CPI,IX,1972-08,17.72025
USA,United States,M,CPI,IX,1972-07,17.67806
USA,United States,M,CPI,IX,1972-06,17.59368
USA,United States,M,CPI,IX,1972-05,17.55148
USA,United States,M,CPI,IX,1972-04,17.50929
USA,United States,M,CPI,IX,1972-03,17.4671
USA,United States,M,CPI,IX,1972-02,17.42491
USA,United States,M,CPI,IX,1972-01,17.34053
USA,United States,M,CPI,IX,1971-12,17.34053
USA,United States,M,CPI,IX,1971-11,17.25615
USA,United States,M,CPI,IX,1971-10,17.25615
USA,United States,M,CPI,IX,1971-09,17.21395
USA,United States,M,CPI,IX,1971-08,17.21395
USA,United States,M,CPI,IX,1971-07,17.17176
USA,United States,M,CPI,IX,1971-06,17.12957
USA,United States,M,CPI,IX,1971-05,17.003
USA,United States,M,CPI,IX,1971-04,16.91862
USA,United States,M,CPI,IX,1971-03,16.87643
USA,United States,M,CPI,IX,1971-02,16.83424
USA,United States,M,CPI,IX,1971-01,16.79204
USA,United States,M,CPI,IX,1970-12,16.79204
USA,United States,M,CPI,IX,1970-11,16.70766
USA,United States,M,CPI,IX,1970-10,16.62328
USA,United States,M,CPI,IX,1970-09,16.5389
USA,United States,M,CPI,IX,1970-08,16.45452
USA,United States,M,CPI,IX,1970-07,16.45452
USA,United States,M,CPI,IX,1970-06,16.37013
USA,United States,M,CPI,IX,1970-05,16.28575
USA,United States,M,CPI,IX,1970-04,16.24356
USA,United States,M,CPI,IX,1970-03,16.11699
USA,United States,M,CPI,IX,1970-02,16.03261
USA,United States,M,CPI,IX,1970-01,15.94822
USA,United States,M,CPI,IX,1969-12,15.90603
USA,United States,M,CPI,IX,1969-11,15.82165
USA,United States,M,CPI,IX,1969-10,15.73727
USA,United States,M,CPI,IX,1969-09,15.65289
USA,United States,M,CPI,IX,1969-08,15.61069
USA,United States,M,CPI,IX,1969-07,15.52631
USA,United States,M,CPI,IX,1969-06,15.44193
USA,United States,M,CPI,IX,1969-05,15.35755
USA,United States,M,CPI,IX,1969-04,15.31536
USA,United States,M,CPI,IX,1969-03,15.23098
USA,United States,M,CPI,IX,1969-02,15.1044
USA,United States,M,CPI,IX,1969-01,15.02002
USA,United States,M,CPI,IX,1968-12,14.97783
USA,United States,M,CPI,IX,1968-11,14.93564
USA,United States,M,CPI,IX,1968-10,14.89345
USA,United States,M,CPI,IX,1968-09,14.80906
USA,United States,M,CPI,IX,1968-08,14.76687
USA,United States,M,CPI,IX,1968-07,14.72468
USA,United States,M,CPI,IX,1968-06,14.6403
USA,United States,M,CPI,IX,1968-05,14.55592
USA,United States,M,CPI,IX,1968-04,14.51373
USA,United States,M,CPI,IX,1968-03,14.47154
USA,United States,M,CPI,IX,1968-02,14.42935
USA,United States,M,CPI,IX,1968-01,14.38715
USA,United States,M,CPI,IX,1967-12,14.30277
USA,United States,M,CPI,IX,1967-11,14.26058
USA,United States,M,CPI,IX,1967-10,14.21839
USA,United States,M,CPI,IX,1967-09,14.1762
USA,United States,M,CPI,IX,1967-08,14.13401
USA,United States,M,CPI,IX,1967-07,14.09182
USA,United States,M,CPI,IX,1967-06,14.04963
USA,United States,M,CPI,IX,1967-05,14.00743
USA,United States,M,CPI,IX,1967-04,13.96524
USA,United States,M,CPI,IX,1967-03,13.92305
USA,United States,M,CPI,IX,1967-02,13.88086
USA,United States,M,CPI,IX,1967-01,13.88086
USA,United States,M,CPI,IX,1966-12,13.88086
USA,United States,M,CPI,IX,1966-11,13.88086
USA,United States,M,CPI,IX,1966-10,13.88086
USA,United States,M,CPI,IX,1966-09,13.79648
USA,United States,M,CPI,IX,1966-08,13.79648
USA,United States,M,CPI,IX,1966-07,13.7121
USA,United States,M,CPI,IX,1966-06,13.66991
USA,United States,M,CPI,IX,1966-05,13.62771
USA,United States,M,CPI,IX,1966-04,13.62771
USA,United States,M,CPI,IX,1966-03,13.54333
USA,United States,M,CPI,IX,1966-02,13.50114
USA,United States,M,CPI,IX,1966-01,13.41676
USA,United States,M,CPI,IX,1965-12,13.41676
USA,United States,M,CPI,IX,1965-11,13.37457
USA,United States,M,CPI,IX,1965-10,13.37457
USA,United States,M,CPI,IX,1965-09,13.33238
USA,United States,M,CPI,IX,1965-08,13.33238
USA,United States,M,CPI,IX,1965-07,13.33238
USA,United States,M,CPI,IX,1965-06,13.33238
USA,United States,M,CPI,IX,1965-05,13.24799
USA,United States,M,CPI,IX,1965-04,13.24799
USA,United States,M,CPI,IX,1965-03,13.2058
USA,United States,M,CPI,IX,1965-02,13.16361
USA,United States,M,CPI,IX,1965-01,13.16361
USA,United States,M,CPI,IX,1964-12,13.16361
USA,United States,M,CPI,IX,1964-11,13.16361
USA,United States,M,CPI,IX,1964-10,13.12142
USA,United States,M,CPI,IX,1964-09,13.12142
USA,United States,M,CPI,IX,1964-08,13.07923
USA,United States,M,CPI,IX,1987-01,46.91647
USA,United States,M,CPI,IX,1986-12,46.62113
USA,United States,M,CPI,IX,1986-11,46.57894
USA,United States,M,CPI,IX,1986-10,46.53675
USA,United States,M,CPI,IX,1986-09,46.49456
USA,United States,M,CPI,IX,1986-08,46.2836
USA,United States,M,CPI,IX,1986-07,46.19922
USA,United States,M,CPI,IX,1986-06,46.19922
USA,United States,M,CPI,IX,1986-05,45.94607
USA,United States,M,CPI,IX,1986-04,45.8195
USA,United States,M,CPI,IX,1986-03,45.90388
USA,United States,M,CPI,IX,1986-02,46.11483
USA,United States,M,CPI,IX,1986-01,46.24141
USA,United States,M,CPI,IX,1985-12,46.11483
USA,United States,M,CPI,IX,1985-11,45.98826
USA,United States,M,CPI,IX,1985-10,45.86169
USA,United States,M,CPI,IX,1985-09,45.69292
USA,United States,M,CPI,IX,1985-08,45.56635
USA,United States,M,CPI,IX,1985-07,45.48197
USA,United States,M,CPI,IX,1985-06,45.39759
USA,United States,M,CPI,IX,1985-05,45.27102
USA,United States,M,CPI,IX,1985-04,45.10225
USA,United States,M,CPI,IX,1985-03,44.8913
USA,United States,M,CPI,IX,1985-02,44.72253
USA,United States,M,CPI,IX,1985-01,44.51157
USA,United States,M,CPI,IX,1984-12,44.42719
USA,United States,M,CPI,IX,1984-11,44.42719
USA,United States,M,CPI,IX,1984-10,44.42719
USA,United States,M,CPI,IX,1984-09,44.30062
USA,United States,M,CPI,IX,1984-08,44.08966
USA,United States,M,CPI,IX,1984-07,43.9209
USA,United States,M,CPI,IX,1984-06,43.75214
USA,United States,M,CPI,IX,1984-05,43.62556
USA,United States,M,CPI,IX,1984-04,43.49899
USA,United States,M,CPI,IX,1984-03,43.28803
USA,United States,M,CPI,IX,1984-02,43.20365
USA,United States,M,CPI,IX,1984-01,42.99269
USA,United States,M,CPI,IX,1983-12,42.73955
USA,United States,M,CPI,IX,1983-11,42.69736
USA,United States,M,CPI,IX,1983-10,42.61298
USA,United States,M,CPI,IX,1983-09,42.4864
USA,United States,M,CPI,IX,1983-08,42.27545
USA,United States,M,CPI,IX,1983-07,42.14888
USA,United States,M,CPI,IX,1983-06,41.98011
USA,United States,M,CPI,IX,1983-05,41.85354
USA,United States,M,CPI,IX,1983-04,41.60039
USA,United States,M,CPI,IX,1983-03,41.30505
USA,United States,M,CPI,IX,1983-02,41.30505
USA,United States,M,CPI,IX,1983-01,41.26286
USA,United States,M,CPI,IX,1982-12,41.17848
USA,United States,M,CPI,IX,1982-11,41.34724
USA,United States,M,CPI,IX,1982-10,41.43163
USA,United States,M,CPI,IX,1982-09,41.30505
USA,United States,M,CPI,IX,1982-08,41.22067
USA,United States,M,CPI,IX,1982-07,41.13629
USA,United States,M,CPI,IX,1982-06,40.92533
USA,United States,M,CPI,IX,1982-05,40.41904
USA,United States,M,CPI,IX,1982-04,40.03932
USA,United States,M,CPI,IX,1982-03,39.87056
USA,United States,M,CPI,IX,1982-02,39.91275
USA,United States,M,CPI,IX,1982-01,39.78617
USA,United States,M,CPI,IX,1981-12,39.6596
USA,United States,M,CPI,IX,1981-11,39.53303
USA,United States,M,CPI,IX,1981-10,39.40646
USA,United States,M,CPI,IX,1981-09,39.32207
USA,United States,M,CPI,IX,1981-08,38.94236
USA,United States,M,CPI,IX,1981-07,38.64702
USA,United States,M,CPI,IX,1981-06,38.22511
USA,United States,M,CPI,IX,1981-05,37.88758
USA,United States,M,CPI,IX,1981-04,37.59224
USA,United States,M,CPI,IX,1981-03,37.33909
USA,United States,M,CPI,IX,1981-02,37.08595
USA,United States,M,CPI,IX,1981-01,36.70623
USA,United States,M,CPI,IX,1980-12,36.41089
USA,United States,M,CPI,IX,1980-11,36.07336
USA,United States,M,CPI,IX,1980-10,35.77802
USA,United States,M,CPI,IX,1980-09,35.44049
USA,United States,M,CPI,IX,1980-08,35.14516
USA,United States,M,CPI,IX,1980-07,34.89201
USA,United States,M,CPI,IX,1980-06,34.89201
USA,United States,M,CPI,IX,1980-05,34.51229
USA,United States,M,CPI,IX,1980-04,34.17476
USA,United States,M,CPI,IX,1980-03,33.79504
USA,United States,M,CPI,IX,1980-02,33.28875
USA,United States,M,CPI,IX,1980-01,32.82465
USA,United States,M,CPI,IX,1979-12,32.36055
USA,United States,M,CPI,IX,1979-11,32.02302
USA,United States,M,CPI,IX,1979-10,31.72768
USA,United States,M,CPI,IX,1979-09,31.47453
USA,United States,M,CPI,IX,1979-08,31.13701
USA,United States,M,CPI,IX,1979-07,30.84167
USA,United States,M,CPI,IX,1979-06,30.50414
USA,United States,M,CPI,IX,1979-05,30.16661
USA,United States,M,CPI,IX,1979-04,29.78689
USA,United States,M,CPI,IX,1979-03,29.44936
USA,United States,M,CPI,IX,1979-02,29.15403
USA,United States,M,CPI,IX,1979-01,28.8165
